id,text,author
id06105,"Then, the mere awareness of existence, without thinking, a condition that lasted a long time.",EAP
id13346,It was that of a man dressed in a cap and a long dark medieval tunic.,HPL
id23677,I was also slow to realize that the unusual dolphin school had vanished.,HPL
id21391,"The reason that, very probably, would be assigned for this circumstance, if the question were asked, is that, if the antagonist were placed in another way, his person would intervene between the machine and the spectators, and it would exclude the latter from a different vision .",EAP
id04079,"While doing this, I kept my seat by the fire, because it was still frozen.",EAP
id17862,"I am convinced that, in the worst case, he would have returned from the seashore to say goodbye to us and become partners with his council.",MWS
id11181,"Again I shuddered, because I did not like the things that the night had brought, and I bitterly wished that no ancestor had summoned me to this primordial rite.",HPL
id18318,"The absolute futility that had endured all my efforts took away their usual effects of euphoria, and despair made abort the balm of self-applause. I wanted to go back to my old occupations, but what was the use?",MWS
id18847,The dream did not come near my couch as the hours faded and faded.,EAP
id21541,"What the wasted tree is for the water that absorbs its shadow, growing blacker by what it attacks, will not the life of the Fay be the death that surrounds it?",EAP
id11371,"It was pushed carelessly, and even, as it seemed, disdainfully, into one of the highest divisions of the shelf.",EAP
id11120,"What was really out of the question is that a frightening proportion of people died there; or more exactly, he had died there, since after some peculiar events, more than sixty years ago, the building had been deserted by the absolute impossibility of renting it.",HPL
id24475,"I found a company of soldiers outside the walls; I borrowed a horse from one of them, and ran to my sister.",MWS
id18010,"The idea that the narrator has failed to consider clearly, or has sacrificed in his expression to his national love to the point, is, without doubt, the most sustainable that the higher order of music is the most esteemed when we are exclusively alone.",EAP
id14503,"For a second, I thought that this typical physique suggested some image that I had seen, perhaps in a book, in circumstances of particular horror or melancholy; but this pseudo memory happened very fast.",HPL
id11605,Three days passed and nothing was heard of her.,EAP
id00285,All this research required a prodigious supply of freshly slaughtered human flesh and that was the reason why Herbert West had entered the Great War.,HPL
id21505,"In person, he is short and corpulent, with big fat blue eyes, sandy hair and mustaches, a wide but pleasant mouth, fine teeth, and I think a Roman nose.",EAP
id11766,"He seemed to be born again, and virtue, more powerful than Medean alchemy, endowed him with health and strength.",MWS
id25754,Then I did not tell them more.,HPL
id09907,"I will not guide you, unprotected and ardent as I was then, to your infallible destruction and misery.",MWS
id18181,But the big bell was not finished with them yet.,EAP
id15159,"Meanwhile, what did Perdita do?",MWS
id22246,"Years passed like this, even years.",MWS
id19981,"You work to live, but life is not made of beauty and song?",HPL
id23698,"Soon, oh, very soon, death will extinguish these beats and free me from the weight of the anguish that leads me to dust; and, in executing the award of justice, I will also sink to rest.",MWS
id04259,"We were born to be friends for each other; and although bad luck has divided us, will not you recognize the hereditary bond of friendship that I trust will unite us in the future?",MWS
id11162,"Maddened by letters and drunkenness, I was insisting on a toast for more than one blasphemy, when my attention was suddenly diverted by the violent, albeit partial, closing of the apartment door, and by the anxious voice of an outside servant.",EAP
id26827,"However, all this was only the prologue to Dunwich's true horror.",HPL
id00180,"For many years he had been attended by a doctor, named Templeton, an elderly gentleman, about seventy years of age, whom he had first met at Saratoga, and whose care, while he was there, either received, or believed to have received, a great benefit",EAP
id25983,"Then I filled the remaining holes, and placed the barrels on them in their destination situation.",EAP
id03516,"In April he was captured by the settlers and shortly after was executed, but the austere chief of Ibid continued his adventures.",HPL
id22594,"To leave England forever to leave its contaminated fields and forests, and, placing the sea between us, to abandon it, like a sailor leaves the rock in which he has been shipwrecked, when the savior ship passes.",MWS
id25891,"Women, as usual, talked a lot.",EAP
id16792,It is a happiness to wonder; it is a happiness to dream,EAP
id10007,A strong and high wall surrounded him.,EAP
id18209,"Further back within the domain, the vision is hampered by an impenetrable screen of foliage.",EAP
id23791,"I do not die without having enjoyed life; for sixteen years I was happy: during the first months of my father's return, I had enjoyed times of pleasure; Now, in fact, I am already old with pain; my steps are weak as those of age; I have become moody and unfit for life; So, having spent just over twenty years on earth, I am more fit for my grave than many when they reach the natural end of their lives.",MWS
id16412,"The soul of tender sadness is breathed in this tension; and the sweet voice of Idris, sustained by the sad chords of his instrument, added to the expression of the words.",MWS
id25834,That night I had decided to consummate their crimes with my death.,MWS
id03240,"If you have enough imagination to wish that they are empty, it is very doubtful.",HPL
id01858,"Raymond, stopping halfway in his wild race, stopped suddenly to think about the consequences.",MWS
id12236,What I learned and saw in those hours of unholy exploration can never be explained by the lack of symbols or suggestions in any language.,HPL
id01669,"But, in addition to what I have already said about Encke's comet and the zodiacal light, certain observations of Mr. Schroeter, of Lilienthal, had strengthened me in my opinion.",EAP
id00792,But now there came from the niche a low laugh that ruffled the hairs on my head.,EAP
id02795,"Then, suddenly, the horrible eyes, even blacker than the burned face on which they were installed, opened wide with an expression I could not interpret.",HPL
id02081,"Families, raised in opulence and luxury, were reduced to begging.",MWS
id09710,"He weakened every day, and every day he had to leave more.",MWS
id00802,"I think the old villain loved me like he was his own son, though not as much as he loved Kate, but it was the existence of a dog that guided me, after all.",EAP
id17404,"The ""castle"" consisted of an irregular set of cliffs and rocks, one of which was quite remarkable for its height and for its isolated and artificial appearance, I climbed to its apex and then I felt very lost as to what it should be Next fact.",EAP
id00649,"Because the squat creatures were powerful in the arts of war, and they did not know the scruples of honor that prevented our tall, gray-eyed men from Lomar from having a ruthless conquest.",HPL
id18496,"His proximity was becoming quite unpleasant, but he saw no way to escape without offending him.",HPL
id14675,"By then, Wilbur was a scholar of truly tremendous scholarship, and he was known quietly by correspondence to many librarians in faraway places where rare and forbidden books of other times are kept.",HPL
id07657,We make chance a matter of absolute calculation.,EAP
id00465,"I lit it completely on his face, and saw the sallow features that shone first with violet and then with pink light.",HPL
id10066,"However, over the door, the tall, slit-like crosspiece on the brick facade promised a possible extension to a diligent worker; hence his eyes rested for a long time as he got into their brains by the means to reach it.",HPL
id24079,This need for very fresh corpses had been the moral ruin of the West.,HPL
id04536,"He arrived in a part of the country where he was completely unknown and where, in the deepest solitude, he could only converse with his own heart.",MWS
id17956,"Less worthy of mention was the fact that the mother was one of the decadent Whateleys, an unattractive and deformed albino woman, in her mid-thirties, who lived with an old, half-mad father on whom they had whispered the most scary tales of witchcraft in his youth.",HPL
id17425,There were bruises and finger prints on the throat.,EAP
id06367,"If you dare to answer, you can tell Lucan that the speeches are merely anemonae verborum, words of anemone.",EAP
id14648,"If, therefore, I could take advantage of it and educate him as my companion and friend, I would not be so desolate in this populated land.",MWS
id13499,"My vision deficiencies were explained; because these were notorious, although I completely ignored their notoriety, and my good relative discovered, to his chagrin, that he had been deceived into assuming that I was aware of his identity, and that he had been making fun of me. making love open, in a theater, to an unknown old woman.",EAP
id15635,"Of course, much depends on the selection of a place with capabilities.",EAP
id15149,"The wisest philosophers tell us about the dangers of the world, the deceptions of men and the betrayal of our own hearts: but not without fear, each one removes his fragile bark from the port, stretches out the sail and exhausts his oars, reach the multitudinous flows of the sea of ​​life.",MWS
id25424,"Then The Street dreamed, passing wars, calamities and changes.",HPL
id04923,"It was probably the sharp pipes that woke me up, but that pipe was not what I noticed first when I opened my eyes.",HPL
id11789,"She gave way; but there was still an obstacle, she said, and she felt sure that she had not considered correctly.",EAP
id26076,"One of them, a heavy tome with an iron clasp, was in another unknown alphabet, this one was from a very different mold, and it looked more like Sanscrit than anything else.",HPL
id24301,My thoughts and every feeling of my soul have been drunk by the interest that my guest has created in this story and his elevated and gentle manners.,MWS
id21146,"I began to feel that the tomb was mine, and to look with burning eagerness the moment I could go through that stone door and down those stone steps into the darkness.",HPL
id25146,"She rushes to make the purchase, receives an invoice and a receipt, leaves her address, with a request for the item to be sent home as quickly as possible, and withdraws in the midst of a profusion of obeisances from the shopkeeper.",EAP
id18089,"He had engineered, if he failed in his current attempt, without saying goodbye to any of us, embarking for Greece and never again visiting England.",MWS
id03474,"However, something of quality bothered me almost as much as its features pleased me, maybe it was too white, or too expressionless, or too out of town, to make me feel comfortable or easier.",HPL
id13828,"""Clearly, Barnabas has not changed.",HPL
id22248,"But he, the painter, took glory in his work, which developed from hour to hour, and from day to day.",EAP
id13119,"And the man shuddered, and turned his face, and fled away, in a hurry, so I did not see him again. """,EAP
id08320,"They were removing the stones silently, one by one, from the centuries-old wall.",HPL
id23446,"As I hope to live, their talents did not have a common order, their mental powers were gigantic.",EAP
id21118,"What the dog was, and why he persecuted me, were still vague questions; but I heard the howl in the old cemetery for the first time, and each subsequent event, including St. John's whisper, served to connect the curse to the amulet's theft.",HPL
id20645,"Mr. Beauvais, as he appears in his notes, had some personal interviews with the editor of L'Etoile, and offended him by venturing an opinion that the corpse, in spite of the editor's theory, was, seriously, that of Marie.",EAP
id22743,"Certain power from heaven, coming to my aid, erased the images and sounds in a shock as can be heard when two universes collide in space.",HPL
id24817,"We get another letter, r, represented by, with the words 'the tree' in juxtaposition.",EAP
id03283,He wore rimless glasses with steel ties.,HPL
id00315,"I will not say anything else on this point; and, as the evidence completely refutes L'Etoile's claim, touching the issue of apathy on the part of the mother and other relatives, an apathy inconsistent with the assumption that they believe the corpse is that of the girl in the perfume shop, We will proceed now as if the question of identity were resolved to our perfect satisfaction. """,EAP
id27493,"But the powers of love, poetry and creative fantasy will inhabit even the sick of the plague, the emaciated and the dying.",MWS
id12447,"Of stature, she was tall, somewhat slender and, in her last days, even emaciated.",EAP
id12923,"Many of these, of high rank in their own countries, now, with hoe in hand, stirred the soil.",MWS
id05503,"Justine, the poor unhappy Justine, was as innocent as I was, and she suffered the same charge; she died for that; and I am the cause of this. I murdered her.",MWS
id08720,"Taking with him some jewels that belonged to him and a sum of money, he left Italy with an assistant, a native of Leghorn, but who understood the common language of Turkey and left for Germany.",MWS
id14282,"When Jupiter tried again to gag him, he made furious resistance and, jumping into the hole, frantically broke the mold with his claws.",EAP
id10820,He bitterly regretted the false pride that led his friend to conduct so unworthy of the affection that united them.,MWS
id20038,"Oh, beloved father Accept the pure heart of your unhappy daughter; Let me join you without blemish like me or you will not recognize my altered appearance.",MWS
id17942,"That tenebrosidad was in fact a positive quality; so that it darkened the parts of the inner walls as it should have been revealed, and in fact burst like the smoke of his long aeon imprisonment, obscuring the sun in a visible way, as it scurried towards the shrunken and waning sky of wings flapping membranous",HPL
id19045,"In the morning, I obtained, in the Prefecture, a complete report of all the obtained evidence, and, in the different offices of the newspapers, a copy of each document in which, from beginning to end, any decisive information had been published with about this sad matter.",EAP
id24258,"In addition, I had memories of a past tenderness to caress, smiles, words and even tears of apology, which, although remembered in desertion and sadness, should be preferred to the oblivion of the grave.",MWS
id01620,"Aware that he had deserved the punishment, he seemed anxious to hide his bloody deeds, and he jumped around the room in an agony of nervous agitation; throwing and breaking the furniture while moving, and dragging the bed from the bed.",EAP
id06713,"Something in the night forced the undercover man to remain silent, and for a long hour he led me forward without unnecessary words; making only brief comments about old names, dates and changes, and directing my progress largely by gestures as we squeezed through interstices, tiptoed through corridors, climbed the brick walls, and once crawled on hands and knees through a low, arched stone passage whose immense length and tortuous curves at last erased every hint of geographical location it had managed to preserve.",HPL
id12281,It was then that the story of a fable began that suddenly played in a dormant memory and gained the feverish interest of my uncle.,HPL
id14372,"Most of the Jermyns had a subtly strange and repellent cast, but Arthur's case was very surprising.",HPL
id07396,"However, it is terrible to reflect that the lives of all these men are in danger through me.",MWS
id18187,"How strange, sweet One, you echo my words. I also observe a hesitation in your steps, a happy restlessness in your eyes.",EAP
id05542,"Among some of these changes, there was a graceful and heroic devotion and sacrifice of oneself at the same time.",MWS
id03635,"He shot the collie of Elam Hutchins, Jack, when he went to bite me, and Elam says he would kill me if I was afraid.",HPL
id19043,"For the fine arts, and especially for the beautiful letters, I had a deep contempt.",EAP
id10995,In the end I came to mind one of those exquisitely original ideas that from time to time will impregnate the brain of a man of genius.,EAP
id22105,Just by chance I went to the north window and watched the silent village and the plain on the edge of the swamp.,HPL
id27645,"""My heart was beating fast, this was the time and the moment of the test, which would decide my hopes or give account of my fears.",MWS
id10951,"""You have seen the whirlwind well now,"" said the old man, ""and if you crawl around this boulder, in order to get to leeward, and to silence the roar of the water, I will tell you a story that will convince you that you should know something of the Moskoe ström "".",EAP
id02694,"A large camera on a table caught my attention, and Pickman told me that he used it to take scenes of backgrounds, so that he could paint them from photographs in the studio instead of wearing his outfit in the city for this or that view.",HPL
id06449,"In addition, the young people of the supermarket had told me that the churches, as well as the Order of Dagon Hall, were not convenient neighborhoods for strangers.",HPL
id24693,"The work was soon finished; In a few minutes a tumultuous sea rolled between me and my enemy, and they left me adrift on a piece of scattered ice that was continually shrinking and preparing me for a horrible death.",MWS
id02142,"Many men can mock their fear; but he read the future; and Perdita's peace was too dear to him, his wordless agony too sure and too fearful not to discourage him.",MWS
id13502,"The edge of the whirlwind was represented by a wide belt of bright dew; but no particle of this slipped into the mouth of the fabulous funnel, the interior of which, as far as the eye could see, was a wall of smooth, shining, jet-black water, tilted toward the horizon at an angle of about forty-five. degrees, accelerating vertiginously with an oscillating and suffocating movement, and sending to the wind a frightening voice, half scream, half roar, like even the powerful cataract of the Niagara rises in its agony to Heaven.",EAP
id17593,But man is a strange animal.,MWS
id27081,"We only realized, with the blackest of apprehensions, that the seemingly disembodied talk was beyond doubt in the Dutch language.",HPL
id05820,"In fact, the location of our retirement had been carefully kept secret by my former associates; and it had been many years since Dupin had ceased to know or be known in Paris.",EAP
id10601,"In addition to all this, there was a large amount of solid gold ornaments; almost two hundred fingers and solid slopes; Rich thirty of these chains, if I do not remember; Eighty-three very large and heavy crucifixes; five golden censers of great value; a prodigious bowl of gold punch, adorned with richly persecuted vine leaves and bacchanal figures; with two exquisitely embossed sword handles, and many other smaller items that I can not remember.",EAP
id20717,A small reading of the 'Dial' will take you in an excellent way.,EAP
id03988,"I was ruthless, but I'm sorry.",EAP
id11179,"I have mentioned some of the most prominent and august calamities in history; but in these it is in the measure, no less than the character of the calamity, which so vividly impresses the fantasy.",EAP
id13274,"While sitting, I came up with a train of reflection that led me to consider the effects of what I was doing now.",MWS
id19429,"And now it's finished; there is my last victim ""At first I was moved by the expressions of his misery, however, when I remembered what Frankenstein had said about his power of eloquence and persuasion, and when I looked again at the lifeless form of my friend, the indignation rekindled inside me.",MWS
id09032,"However, why were these gentile beings unhappy?",MWS
id13121,Q. What should I ask?,EAP
id13628,I hired my point of view to England.,MWS
id14179,"There was talk of looking in the woods, but most of the family's friends were busy with the dead woman and the man who was screaming.",HPL
id02367,A few are mountebanks.,EAP
id16911,A steamboat is launching from the dock.,EAP
id16857,Why did he write them?,MWS
id27304,Where can any of us go?,MWS
id11677,Here Legrand touched each of Jupiter's eyes.,EAP
id26640,"There was time for a little conversation before leaving for breakfast and college, so Gilman quickly told him of his recent dreams and fears.",HPL
id14056,"With this crowd I got confused, although I knew it belonged to the hosts and not to the guests.",HPL
id16513,"In general, look, talk and act as little as 'a misanthrope' as any man who has seen.",EAP
id13232,"I panted for the companies beyond my childhood exploits, and I formed distended dreams of future action.",MWS
id06855,"The intense life that accelerated my pulse and encouraged my body had the effect, not of dragging me into the labyrinths of active life, but of exalting my humility and granting majestic proportions to insignificant objects. I could have lived the life of a peasant in the same way that my insignificant occupations became important activities; my affections were impetuous and absorbing passions, and nature with all its changes was invested with divine attributes.",MWS
id25651,"Their queues, at a legislative price, now give me good income; because I have discovered a path, in which, through the oil of Macassar, I can force three crops in a year.",EAP
id23940,"With the sails aft, the engine stopped, the ship remained motionless stationary, until, after a search of an hour, they went up to my poor Perdita.",MWS
id27869,"In Sir Robert he married a daughter of the seventh Viscount Brightholme and was subsequently blessed with three children, the eldest and the youngest of whom were never publicly seen because of mental and bodily deformities.",HPL
id12239,"He showed the greatest enthusiasm to be on deck to observe the sledge that had appeared before; but I have convinced him to stay in the cabin, because he is too weak to maintain the harshness of the atmosphere.",MWS
id23935,"He looked at me as he died, and his eyes had the same strange quality that marked those other eyes that had looked at me underground and excited cloudy memories.",HPL
id24395,"In, under the benign rule of Ostrogoth Theodoric, we see him as a master of rhetoric in Rome, and in it he held the consulate together with Pompilio Numantius Bombastes Marcellinus Deodamnatus.",HPL
id21556,"The house, I said, was old and irregular.",EAP
id13091,"Enter the house of mourning, my friend, but with kindness and affection for those who love you, and not with hatred towards your enemies.",MWS
id01127,"""There lies, white and cold in death.""",MWS
id01796,"In his second son, Nevil, a singularly repellent person who seemed to combine the surliness of Philip Jermyn with the arrogance of the Brightholmes, he fled with a vulgar dancer, but was pardoned upon his return the following year.",HPL
id05938,"Upon waking up and extending an arm, I found next to me a bread and a jug of water.",EAP
id16480,"While I hung between the string of the bell, I imagined myself alive.",EAP
id07135,"However, could England, in fact, remove its seigneurial ties and be content with the democratic style of America?",MWS
id18577,In the end I found something; something so vague but monstrous that I put myself at once to examine the basement of the house rejected with a new and excited minutia.,HPL
id14138,"I am constitutionally nervous this, with me, is a family that does not work, and I can not help it.",EAP
id03767,He said he had gone to sleep one afternoon in the evening after drinking a lot of liquor.,HPL
id20547,"Their cloats were rusty brown, very wrinkled, and with more than one button gone.",HPL
id05045,"It was when the streets were full of people, when she left ...",EAP
id25930,They took Bennett and Tobey first. . . on each side of us. . .,HPL
id05878,"I can promise you, too, a good song.",EAP
id01521,"The curtains, still tight in his right hand when his left pierced me, tensed and finally fell from his high bonds; admit in the room a flood of the light of the full moon that the brightness of the sky had foretold.",HPL
id12783,"Those who have been provoked a sad dose with the same august theme of the goose pen of the editor of ""Gad Fly"", will do well to compare the two compositions.",EAP
id26312,"Recurrent lightning lit up the rumpled floor and the remnants of the curious low mound that stretched from the wooded hillside, but there was nothing in the chaos that showed my exit from the lethal catacomb.",HPL
id03341,"His virtue was his strong point; and it would have required all the logic of a Brownson to convince him that it was 'anything else'. I have shown that Touch and go Bullet head was a wise man; and the only occasion in which he did not prove to be infallible, was when, leaving that legitimate home for all wise men, the east, he emigrated to the city of Alexander the Great or to the city of Nopolis, or some place of a similar title, to the West.",EAP
id10677,"Dr. Muñoz had never heard it, except for certain sounds as by some mechanism driven by gasoline; since his step was smooth and gentle.",HPL
id12814,"""Well,"" I said, after contemplating it for a few minutes, ""this is a strange beetle, I must confess: new to me: I never saw something like that before unless it was a skull, or a death head that resembles more than anything that has been under my observation. """,EAP
id10131,I tried in vain to make him follow the direction of my hand.,EAP
id25455,"There seemed to be a change in the old man, an additional element of furtiveness in the cloudy brain that subtly transformed him from an object to a subject of fear, although it was not one to be disturbed by any common family event.",HPL
id20186,"As for the nature and appearance of the lurking fear, nothing can be gained from the scared and foolish denizens of shacks.",HPL
id09854,"Of frightful marble were its walls and towers, its columns, domes and pavements.",HPL
id19502,"To the generality of the spectators he seemed careless with the censorship and with great disdain for leaving aside any dependence on public prejudices; but at the same time that he walked with triumphant step over the rest of the world, he cowered in fear, disguised as humility, with his own group, and although his boss never dared to express an opinion or feeling until he was assured that he would be with the approval of his colleagues.",MWS
id05808,"""And, of course, we will enjoy the benefit of the change,"" said Ryland, contemptuously.",MWS
id07234,"The light dimmed in these nearby streets, and when the well-known door opened, the staircase was enveloped in a perfect night.",MWS
id04933,"""You will say now, of course, that I dreamed, but it is not so.",EAP
id01851,"The little things arouse considerable excitement in small cities, which is why the people of Kingsport spoke during the spring and summer about the three unidentifiable bodies, horribly cut as with many cutlasses, and horribly shattered by the tread of many shoes. heel, that the tide washed in",HPL
id01350,Did the sun shine on someone who could enjoy its light with a purer and more intense happiness?,MWS
id06771,It is true that it may not arrive; but the probability is that he will.,EAP
id27021,"His mouth should not be called small, nor his ears short.",EAP
id19386,"The question was no longer whether to share the dangers and danger of Adrián; but how could he, in Windsor and in the neighborhood, imitate the prudence and zeal which, under his rule, produced order and abundance in London, and how, now that the plague had spread further, I could assure my health? own family.",MWS
id04921,"Eagerly clearing the sheet of its precious content, I scanned the article in detail; and I was disappointed to find it of moderate length.",HPL
id21155,"Sometimes I could not convince myself to enter my lab for several days, and on other occasions I worked day and night to complete my work.",MWS
id27948,"In any case, he disappeared instantly from the face of the earth, and no man has seen even his ghost since then.",EAP
id19207,"The copy is short, and headed ""Lost"" only, indicates No. Dick, or No. Harry Street, as the location where the owner can be seen.",EAP
id02084,"It extended considerably to the north of the west, and it was where the setting sun made its way, as I have described it before, towards the amphitheater, through a natural cleft neatly cut in the granite embankment; this fissure could have been ten yards wide at its widest point, so the eye could track it.",EAP
id02417,"I felt my vision darken, my reason wandered; and it was only by a violent effort that I finally managed to dedicate myself to the task that duty, once again, had pointed out.",EAP
id20951,"Suddenly, the sunlight seemed to diminish without the intervention of a discernible cloud.",HPL
id18037,"""I agree with you,"" the stranger replied; ""We are creatures without manners, but half invented, if a wiser, better, more loved than us, that friend should be, do not lend your help to perfect our weak and defective natures"".",MWS
id17429,"You perceive that, by a negligible modification in this way or therefore, can adapt to the eyes in the form of glasses, or be carried in the pocket of the vest like an eyeglass.",EAP
id21614,"""Everything ready, Massa Will, very easy to put bug hole fru at your fingertips."" During this colloquium no part of the person of Jupiter could be seen; but the beetle, which had suffered as it descended, was now visible at the end of the rope, and gleamed like a burnished gold globe in the last rays of the setting sun, some of which still dimly illuminated the eminence upon which we We stood up.",EAP
id08745,There are chords in the hearts of the most reckless that can not be touched without emotion.,EAP
id02856,"""Be off,"" said the seventh.",EAP
id26166,I would despise employing someone else's.,EAP
id23321,"Now completely displeased with my host, I ordered him to let go, and I told him I would go immediately.",HPL
id17119,The harsh voice was that of a Frenchman.,EAP
id23434,"West and I had graduated almost at the beginning of his career, but we had stayed to work at summer school, so we were in Arkham when he erupted with demonic fury in the city.",HPL
id16961,"""Devil,"" I exclaimed, ""do you dare to approach me?",MWS
id03573,"There was a door, but it only led to a closet.",HPL
id02247,"Nothing solid like a jelly, a horn made of twisted ropes pushed together. . .",HPL
id11709,Did we pass a valley?,MWS
id09301,"I have already said so much, that to a certain extent I can answer your question, that I can explain to you why I am here, that I can assign something that will have at least the weak aspect of a cause to use these shackles, and for my tenancy this cell the condemned.",EAP
id15385,"Believe me, I was less prepared for communion with my fellows than before.",MWS
id18266,"Unfortunately, we have fallen on the most evil of all our evil days.",EAP
id08908,"And so, for a time, I was occupied by explosive systems, mixing, as a doubt, a thousand contradictory theories and struggling desperately in a grime of multiple knowledge, guided by a burning imagination and childish reasoning, until an accident changed the current of my ideas.",MWS
id19531,"She replied: ""In Athens, even in the Athens that I loved.""",MWS
id04707,I pushed my arms wildly above and around me in all directions.,EAP
id17147,"""And here we must refer to an observation of Le Commerciel, an observation on which I have already commented, to some extent.",EAP
id23684,"As the fog thickened, Olney crawled through the windows on the north and west and south sides, testing them but finding them all closed.",HPL
id12645,"As a poet and mathematician, he reasoned well; as a simple mathematician, I could not have reasoned at all, and therefore I would have been at the mercy of the Prefect. """,EAP
id10231,"For a crown, a golden crown of gems, I hope; and yet, I dare not trust, and although I dream of a crown and I wake up for one, every time a devil whispers to me that he is nothing more than a fat man that I seek, and that if he were wise, he should trample him. , and takes in its place, that which is worth all the crowns of the east and the presidencies of the west. """,MWS
id16629,The valet opened a door and led me to his teacher's presence.,EAP
id04395,"At night, Adrian and I went to Westminster.",MWS
id11127,"In this kaleidoscopic vortex of ghostly images there were occasional snapshots, if the term could be used, of singular clarity but inexplicable heterogeneity.",HPL
id09898,"And where Nyarlathotep went, the rest disappeared; for the small hours they were torn with nightmare screams.",HPL
id24165,"A small fairy foot, only visible, barely touched the earth; and, scarcely discernible in the bright atmosphere that seemed to surround and consecrate its beauty, floated a pair of very delicately imagined wings.",EAP
id01633,"""Wal, it's okay, feel that way about him.",HPL
id12026,"Everything was serene, ardent, annihilating.",MWS
id00209,"Around its peak, the mists always play with sadness, because the mists are the memories of the gods, and the gods loved Hatheg Kla when they lived in it in the old days.",HPL
id10552,"From a third, which was the composition of a blind man or another, either Greek or Choctaw, I can not be in the effort to remember every detail exactly. I took about fifty verses that began with ""Achilles' anger"" and ""fat."" and something else.",EAP
id03412,It is the courts' bad practice to limit the evidence and discussion to the limits of apparent relevance.,EAP
id20040,"Alone, a gloomy point that stands out in an unlimited space, since there the coast becomes acute where the great Miskatonic leaves the plains beyond Arkham, bringing legends of forests and curious little memories of the New England hills.",HPL
id27823,"All the delicious things, sublime landscapes, gentle breezes, exquisite music seemed to me associated with you and only through you to be nice to me.",MWS
id00719,"It's not that she was serious about this point and I mention the matter for nothing more than to happen, just now, to be remembered.",EAP
id09038,"Again I say, I do not know what happened to Harley Warren; although I think I almost hope it is in peaceful oblivion, if there is something so blessed.",HPL
id03693,Rather it is a small but still scientific diddle is this.,EAP
id13286,"I worked hard for almost two years, with the sole purpose of infusing life into an inanimate body.",MWS
id15630,"Undoubtedly, his practical heritage and his superficial knowledge of the Dark Continent had diverted him from Sir Wade's words about the interior, something such a man could not forgive.",HPL
id19293,"The darkness dissipated a lot and in the east, where the clouds were less dense, the moon was visible behind the thin gray cloud. The moon is behind and full. However, it seems small and boring.",MWS
id07848,"""Hem oh, well, quite the same as me, as we say in France.",EAP
id03504,But first let me talk about the rooms in which it was held.,EAP
id03455,"I will not shed more tears because my task is almost fulfilled, and I am about to be rewarded for the long and fuller suffering.",MWS
id19886,"Despite her tender breastfeeding, Adrián's health declined significantly.",MWS
id10591,"I thought of those extreme types of Innsmouth who, it was said, were hidden in narrow centuries-old lakes near the dock.",HPL
id02560,"However, he looked at me with a certain degree of severity, and then, turning to my drivers, asked who appeared as a witness this time.",MWS
id14897,"""The sight of the earth, in this period of my ascension, was indeed beautiful.",EAP
id06373,"I left the house, the horrible scene of the fight of the previous night, and walked on the beach of the sea, which I almost considered an insurmountable barrier between me and my creatures; moreover, a desire to show that the fact took hold of me.",MWS
id27123,"""I would be an ungrateful villain if I did,"" I responded enthusiastically.",EAP
id08875,"Could not it really be another U-boat, offering rescue possibilities?",HPL
id24700,"I told them about my dream, but they were not interested until I talked about the strange sounds that I thought I heard.",HPL
id21591,"I had taught myself, and it did not solve any external signs of revealing my inner turmoil.",MWS
id10378,"It was deductible from what they knew, that for a being of infinite understanding, someone to whom the perfection of algebraic analysis was developing, there could be no difficulty in tracking every impulse given air and ether through the air to the most remote consequences. in any even an infinitely remote time period.",EAP
id22190,"My return had only been delayed so long, from the unwillingness to leave Clerval in a strange place, before I knew any of its inhabitants.",MWS
id02963,"However, on the next full moon I boarded the White Ship, and with the reluctant bearded man I left the happy harbor in search of seas aimlessly.",HPL
id01560,I felt this delay very bitterly; because I longed to see my hometown and my dear friends.,MWS
id23299,"On the left wrist there were two circular excoriations, apparently the effect of strings, or of a rope in more than one volution.",EAP
id19715,"When he saw me, he threw himself at me, and as he pulled the girl from my arms, he hurried to the deepest parts of the wood.",MWS
id10324,An even greater mystery is the absolute homogeneity of the archaic and archaic writing found in a wide range of articles whose conditions and watermarks suggest age differences of at least years.,HPL
id12837,"I am a singer of songs that I learned in the distant city, and my vocation is to make beauty with the remembered things of childhood.",HPL
id02762,"To the right and to the left, as far as the eye could see, stretched out, like walls of the world, lines of frightfully black and steep cliffs, whose penumbra character was but the most forcefully illustrated by the waves that rose against its white and frightful crest, howling and shrieking forever.",EAP
id27055,"There is no passion in nature so demonically impatient, like that of one who, shuddering at the edge of a precipice, meditates thus an immersion.",EAP
id21654,"I hastened to anticipate a second disturbance, when a page from Mentoni's house burst into the room, and I hesitated, in a voice choked with emotion, the incoherent words: ""My lover, my lover Poisoned poisoned Oh, beautiful oh, beautiful Aphrodite ""Baffled, I flew towards the ottoman and tried to wake the sleeper with a sense of surprising intelligence.",EAP
id07680,"Idris seemed to be the only being who could resist his mother, despite the extreme softness of his character.",MWS
id00334,"After handcuffing him, they searched his room, or rather, the rooms, since it seems that he occupied all the mansarde.",EAP
id11966,"And yet, the men in olive green will always remember that night, and will talk about La calle while they tell their grandchildren; because many of them were sent there in the morning on a different mission than they expected.",HPL
id21451,"Some of the neighboring families who had heard stories of the unseen Portuguese wife of the old Sir Wade Jermyn declared that their Latin blood should be fooling itself; but most people simply derided their sensitivity to beauty, attributing it to their music room mother, who was not socially recognized.",HPL
