id,text,author
id15198,I crossed the streets with no clear idea of ​​where I was or what I was doing.,MWS
id01837,"If the gold had been gone in the present case, the fact that it had been delivered three days earlier would have been more than just a coincidence.",EAP
id16017,"""It is up to you,"" said his Majesty, cutting.",EAP
id22555,"I was tired observing and for a while struggled with the heavy sleep that covered my eyes. But now, no longer afraid, I threw myself on my bed.",MWS
id15581,Then the succession proceeds as follows: a o i d h n r s tu y c f g l m w b k p q x z.,EAP
id17663,But in this existence I dreamed that I should immediately be aware of all things and thus be immediately happy to know everyone.,EAP
id12227,"The inhabitants of our side of the moon obviously have no darkness, so none of the mentioned ""extremes"" can be.",EAP
id06703,"I took a detour, mainly to get to the top of the above-mentioned mountain, which offered a view of the city.",MWS
id06258,"Once the disease was introduced to rural areas, its effects seemed more terrible, more urgent and more difficult to cure than in cities.",MWS
id10080,"Most of all, he was afraid to be outside when the stars were shining, and when forced into that state, he often secretly looked up at the sky as if being chased by a monstrous thing.",HPL
id23533,"""This day was completed in the same routine as before him.",MWS
id05429,"As the afternoon progressed, it became increasingly difficult to see; and we heard the rumble of a thunderstorm gathering over Tempest Mountain.",HPL
id14365,In the way of my friend I was immediately struck by an incoherence and inconsistency; and I soon found that this resulted from a series of feeble and futile struggles to overcome an ordinary anxiety of excessive nervous arousal.,EAP
id15863,"In this way many horrible hours passed; Some of my dogs died, and I was about to sink under the accumulation of distress when I saw your ship dropping anchor and offering me hopes for help and life.",MWS
id06168,I would prefer to avoid Paine as the fire station could be open all night.,HPL
id18309,"Chords, vibrations and harmonious ecstasies echoed passionately on each hand; During my ecstatic sight, the dazzling spectacle of ultimate beauty burst.",HPL
id03808,"And the roof is of pure gold, set upon high columns of ruby ​​and azure, and such carved figures of gods and heroes, that the one who looks up to these heights seems to regard the living Olympus.",HPL
id26655,"No one ventured aboard the ship, and at night strange sights were seen passing over the deck and hanging from the masts and shrouds.",MWS
id10970,I must not forget an incident that took place during this visit to London.,MWS
id10401,We forgot what we did when she was not.,MWS
id11292,"No stain on her surface, no shadow on her enamel, no indentations in the edges, but what had been the time of her smile to invade my memory.",EAP
id13573,The place was avoided with eagerness and supplied with every whispered mythological tradition.,HPL
id07672,"Above all, the sense of hearing was acute.",EAP
id05905,It seems Joe had bent over this last dreadful night to look at the crimson rat trails that led from Gilman's couch to the nearby hole.,HPL
id02187,"We may be instructed to build an odyssey, but it is useless to be told how to use a ""storm"", an ""inferno"", a ""Prometheus Bound"", a ""nightingale"" like that of Keats, or the 'Delicate Plant' by.",EAP
id16815,"""Oppodeldoc"", whoever he is, is completely free of imagination and imagination, in our humble opinion it is not only the soul of Sy, but also his heart.",EAP
id14153,"He will tell me. """" Luchesi can not tell Amontillado about sherry. """" And yet some idiots will understand it to be like your own. """" Come on let us go. """" Where? """,EAP
id17856,I collected bones from ossicles and disturbed with profane fingers the enormous secrets of the human body.,MWS
id07496,"This outburst of passionate feeling over, with quiet thoughts we sat together and talked about past and present.",MWS
id20507,"He had fallen by his own accord, or perhaps been deliberately closed; and it was the restraint of this spring that had been mistaken for the nail by the police, so further investigation was considered unnecessary.",EAP
id17221,"""Well, if you have to, I'll take a little reward just to satisfy your scruples.",EAP
id10627,"I did; but the fragile spirit clung to its mud barracks for many days, and weeks, and troublesome months, until my tortured nerves gained control over my mind, and I became angry by cursing and cursing with the heart of a devil the days and hours and hours bitter moments that seemed to lengthen and lengthen as her soft life subsided, like shadows dying of the day.",EAP
id07609,Here it is difficult at first to recognize the intention of the thinker.,EAP
id13820,"To defend his views, he requested and received the patronage of Sir Everard Bringhurst and Mr. Osborne, two gentlemen known for scientific appropriation, and especially for the interest they showed in the progress of the frost fight.",EAP
id17307,"For without warning, in one of the small hours after midnight, all the devastation of the years and the storms and worms came to a mighty climax; and after the crash, there was nothing left to see on the street except two old chimneys and part of a thick brick wall.",HPL
id07122,"I have little to tell except that I learned a rather surprising fact that at a height equal to that of Cotopaxi I had neither a very severe cold nor a headache or respiratory distress; I do not think so, Mr. Mason, nor Mr. Holland, nor Sir Everard.",EAP
id10039,"It was almost deathly quiet when the travelers first came looking out to the coast, which was recognized immediately by the sailors and Mr. Osborne.",EAP
id18626,My steps were safe and could only afford one result.,EAP
id23258,What stopped me to think about what had so unnerved me in the consideration of the house Usher?,EAP
id01056,"The whole house with its wings was built of old-fashioned Dutch shingles, wide and with not rounded corners.",EAP
id01059,A change fell on all things.,EAP
id19777,"And then, like David, I would try music to win the evil spirit from him; and once, as I sang, I raised my eyes to him and saw his tightly against me, filling with tears; all his muscles seemed relaxed.",MWS
id16690,"It was obvious that my considerate friend, il fanatico, had completely forgotten that his appointment with me had forgotten it as soon as it was done.",EAP
id07865,"The parliament was divided by three factions, aristocrats, democrats and royalists.",MWS
id11337,"But when the feeling on which the fabric of their existence was founded became by participation a commonplace, the endless succession of attentions and graceful action was torn by transference, its universe was snatched from love, the happiness must yield and then be exchanged for its become opposite.",MWS
id04973,"It was, as the Belgian claimed, an extraordinary object; an object that can not guarantee the classification of a layman.",HPL
id09790,I did not like how he looked at healthy living bodies; and then came a nightmarish session in the basement lab when I learned that a particular specimen had been a living body when he secured it.,HPL
id27412,"I said it first and I still say it, and I never gave away a few inches when it showed Ghoul Feeding.",HPL
id03379,"Her minister in Constantinople was invited to carry out the necessary investigations and, should his existence be established, demand his release.",MWS
id27532,"Therefore, I have only resolved a few of these loops at once, exposing the car to the rest.",EAP
id00825,"As they struggled to erase their embroidered garments of myth from life and show in nude ugliness the evil thing that is reality, Kuranes sought beauty alone.",HPL
id27179,"Wicked memories of the things in the Necronomicon and Black Book came to mind, and he wavered in shifting rhythms that were said to be among the darkest of the Sabbath ceremonies and have an origin outside the time and space we understand.",HPL
id20165,"Idris was too overwhelmed by her terrible fears, angry, hardly worried; because she felt that insensitivity must be the cause of this lingering resentment.",MWS
id17160,The boundaries that separate life from death are at best shadowy and vague.,EAP
id20078,"All denied a role in the ritual murders, claiming that the killing had been done by black winged people who had come to them from their ancient gathering place in spooky wood.",HPL
id13349,No woman could have inflicted the blows with any weapon.,EAP
id22731,They were as old as the old lattice windows that used to be out of order.,HPL
id15130,Her luck was not diminished by the absence of summer.,MWS
id00554,"The gentle waves lure us on, and the old ocean smiled at the burden of love and the hope it bore to its responsibility; it gently stroked its stormy plains, and the path was smoothed for us.",MWS
id14819,The Countess had failed in her design with regard to her children; perhaps she hoped to find the next distance in childbirth easier.,MWS
id01413,"The bones of the tiny paws, it is rumored, imply gripping characteristics that are more typical for a small monkey than for a rat; while the little skull with its wild yellow fangs is of extreme anomaly and appears from certain angles like a miniature, monstrously parodied parody of a human skull.",HPL
id07772,"His intellect found in his domestic circle enough field for practice, and his members, all adorned with refinement and literature, were many of them, as he himself, distinguished by genius.",MWS
id07601,"It was indeed a stormy but strictly beautiful night, and a wildly singular one in its terror and beauty.",EAP
id25312,"He often left us and wandered alone in the woods or sailed in his little boat, his books his only companions.",MWS
id01931,"Diseased art does not shock me, and if a man has the genius Pickman, I feel honored to know him, no matter in which direction his work is going.",HPL
id02245,"Return; Dearest, you have promised me this blessing that I should bring you health.",MWS
id05404,"I then took the opportunity that night, in a retired area east of Rotterdam, of carrying five iron barrels, each containing fifty gallons and a larger one; six tin-plated tubes, three inches in diameter, properly shaped and ten feet in length; a lot of a certain metallic substance, or semi-metal, which I will not name, and a dozen baskets of a very common acid.",EAP
id13361,"Through this new opening, the eye can not penetrate very far; because the stream, which is accompanied by the wall, still bends to the left, until both are devoured by the leaves.",EAP
id06893,"You gods, and what do I see, that the departed spirit, the shadow, the spirit of my beloved puppy, whom I see in the corner with such a melancholy grace?",EAP
id27508,"From these fuzzy and fragmentary memories, we can deduce much but prove little.",HPL
id17969,"Then she sadly lamented her hard fate; that a woman should be driven with the heart and sensibility of a woman of hopeless love and empty hope to trade arms and suffer the privations of deprivation, work and pain of men, while her dry, hot hand mean mine pressed and her brow and lips burned with consuming fire.",MWS
id09055,"She had gone to hide her weakness; When she came out of the castle, she had gone down to the small park and sought solitude so that she could give in to her tears. I found her sticking to an old oak tree, pressing her raw trunk with her rosy lips, as her tears fell profusely, and her sobs and broken exclamations could not be suppressed; With overwhelming grief, I saw this beloved of my heart so lost in grief that I drew her to me; and when she felt my kisses on her eyelids, when she felt my arms press her, she revived the knowledge of what she had left. ""You are very kind to not blame me,"" she said, ""I cry, and a bitter pain of unbearable grief tears my heart.",MWS
id24886,Perdita looked at him in astonishment; her expressive countenance shone with tenderness for a moment; Just to see him was luck.,MWS
id05390,"As he spoke, the silence was so deep that you heard a needle fall to the ground.",EAP
id20623,"From my exact age, even up to days and hours, I kept a most careful record, for every movement of the pendulum of the massive clock in the library told so much more of my doomed existence.",HPL
id10912,They were loud and quickly dissimilar in both fear and anger.,EAP
id27697,"What he said was incomprehensible, but words were uttered; the hyphenation was clear.",EAP
id17864,"""But when I saw that you became the object of someone else's love when I imagined that you could be loved differently than as a saintly type and image of sweetness and excellence, or that you love another with a more affection than you the devil awoke in me for what you bore for me, I dismissed your lover, and from that moment on I knew no peace.",MWS
id07034,"Shakespeare, whose popularity was founded by the consent of four centuries, had not lost its influence even in this terrible period; but was still ""Ut magus,"" the sorcerer, to govern our hearts and govern our ideas.",MWS
id25903,"For about half an hour, the conversation went on ordinary topics, but finally, of course, we introduced it to the following phrase: CAPT.",EAP
id26025,"In August, the plague broke out in England and devastated in September.",MWS
id27911,The author claims to have translated his work from English by a Mr. D'Avisson Davidson?,EAP
id02332,He became an adventurer in the Greek wars.,MWS
id02126,"But if the fight has gone so far, it is the shadow that we have, we fight in vain.",EAP
id26423,"this, or, replacing the natural letters, where it is known, reads it like this: the tree thr?",EAP
id00032,Had the body been robbed in any way?,EAP
id11159,"It had already buried its sharp edge a whole inch in my flesh, and my sensations became indistinct and confused.",EAP
id08155,No imagination may imagine the grandeur that a similar phenomenon could have shown in the darkness of the night.,EAP
id12286,"If I look around during a pause in the speech of the Baron, of which my readers have a faint idea, when I say that they resemble Coleridge's glowing, singing, monotonous, but musical, Serbian-style, I still have More symptoms perceived than the general interest in the face of a party.",EAP
id16224,"""Why do I feel that way?",MWS
id21971,I responded to the cries from him who was screaming.,EAP
id09369,"At first it only told me the simple little tales of quiet beaches and nearby ports, but over the years it became more friendly and spoke of other things; of things that are stranger and more distant in space and in time.",HPL
id09913,"""My days were followed attentively so that I could speak the language more quickly, and I boast that I have improved faster than the Arab, who understood very little and spoke with broken accents, while I understood and imitated almost every word that became spoken.",MWS
id21075,"""So here we leave at the beginning the basis for something more than just a guess.",EAP
id10292,"Now, he mused, those nervous fears were reflected in his disordered dreams.",HPL
id15787,But perfect happiness is a quality of angels; and those who own it appear angelic.,MWS
id18913,It was a good coat.,EAP
id20456,I pointed out what Adrian had already done. I promised the same vigilance in promoting all of his views.,MWS
id07308,"It was shown that the nuclear density of the comet was far lower than that of our rarest gas; and the harmless passage of a similar visitor among the satellites of Jupiter was a point that was strong, and which served much to dispel terror.",EAP
id01956,"The last rays of the almost sunken sun shot up behind the broad summit of Mount Athos; The sea of ​​Marmora still glittered under its rays, while the Asian coast beyond was half hidden in a mist of low cloud.",MWS
id16024,"""True,"" I commented. ""The paper is then clearly on the site.",EAP
id26451,"""Twas eye, Massa de lef eye jis, as you tell me,"" and here it was his right eye, which the negro indicated.",EAP
id09451,"As long as their disunity remained a mystery, he had the expectation of awakening in tenderness in her bosom; Now that we were all acquainted with these incidents, and Perdita, by directing her decisions to others, in a manner that committed herself to their accomplishments, he abandoned the idea of ​​reunion as futile, and sought only because he was incapable was to influence them, to change, to reconcile with the present state of things.",MWS
id22145,Bled it and did not try again.,EAP
id21700,"""How did he die?"" ""In his hasty efforts to save a favorite section of his hunting stud, he himself died miserably in the flames.""",EAP
id06426,"""Things have all obviously been there,"" he says, ""at least three or four weeks, and there can be no doubt that the point of this horrific indignation has been discovered.""",EAP
id17951,The diddler approaches the bar of a tavern and demands a few tobacco rolls.,EAP
id04140,Open the gates of Yog Sothoth with the long chant you find on the Complete Edition page and bring a match to jail.,HPL
id21021,He said I pushed every aspirant away from the slopes of Parnassus.,HPL
id15175,Has lived in Paris for two years.,EAP
id19378,"I did it, but too little purpose, unable to collect the smallest particle of meaning.",EAP
id07932,We went up the stairs to the chamber where the body of Mademoiselle L'Espanaye had been found and where the deceased were still lying.,EAP
id11699,"A vulgar man, sometimes, but he is deep.",EAP
id19936,"The squire, who succeeded, studied sartain arts and made sartain discoveries, all associated with influences settling in this particular property, and eminently seeking the strongest watch.",HPL
id24248,"During this time, I first became aware of the source of the sulphurous light that illuminated the cell.",EAP
id23800,"With respect to the second, it is only necessary to repeat what we have previously said, that the machine will be rolled around on rollers, and will be moved back and forth to any part of the room at a request of a spectator, even during the Progress of a game.",EAP
id23153,"My host now took my hand to pull me to one of the two windows on the long side of the foul-smelling room, and at the first touch of his unloved fingers I became cold.",HPL
id05483,"I do not know how I lived on such a road, but I was not myself when I moved there.",HPL
id03395,"This idea haunted me and tormented me every moment, from which I could otherwise have taken peace and peace.",MWS
id20925,"Also wonderful were the gardens of Zokkar, the old king.",HPL
id14341,No youthful congregation of brave boys crowded through the college's portal; Sad silence permeated the busy classroom and the noisy playground.,MWS
id09808,"""I will soon explain what these feelings tended, but now allow me to return to the cottagers, whose history aroused in me such different feelings of indignation, delight and wonder, but which ended in extra love and reverence for my protectors so, in an innocent, half-painful self-deception, I loved calling her. """,MWS
id02823,"But I had no physical, no visible, audible or tactile presence.",EAP
id02384,Yog Sothoth is the key and guardian of the gate.,HPL
id11476,"When there were exceptions, it was mostly people who showed no sign of deviation, like the old clerk in the hotel.",HPL
id12106,"How changeable are our feelings, and how strange is this attaching love we have of life, even in the excess of misery, I built another sail with a portion of my clothes and eagerly headed for the course of the land.",MWS
id11244,Fallen houses suffocated the streets.,EAP
id16061,"I was at the service of a peasant; and with a crook in my hand, my dog ​​by my side, I guarded a large herd in the nearby highlands.",MWS
id06148,"After years, he began to name the slow-moving sail stars by name and follow them in the imagination, as they regretfully slipped out of sight; until finally his vision was opened to many secret vistas whose existence no ordinary eye suspects.",HPL
id17387,Her powers of character caused her to still struggle with the diseases of life; even those who devoted themselves to hopeless love were more in the form of an adversary than a victor to whom they had to submit.,MWS
id02775,"A line from Marston's ""Malcontent"" Death is a good guy, and considers the open house a tangible lie right now.",EAP
id08367,"The greatest excitement on board aroused all the excitement that we ourselves and above all our two men, now under the influence of a Geneva drama, wanted to put aside all scruples or fear.",EAP
id17086,He was the one who gave me all the information about Tillinghast after being fiercely beaten back.,HPL
id22047,"It was night, and the rain fell, and it fell, it was rain, but after it had fallen, it was blood.",EAP
id22017,"As Gilman climbed a ladder to the cobwebbed loft above the rest of the attic, he found remains of a past opening, solid and heavily covered with ancient planking and secured by the thick wooden poles common in colonial carpentry.",HPL
id03203,The madman was composed; his person rose higher; Authority radiated from his face.,MWS
id15489,"The eyes roll unnaturally in the head, without corresponding movements of the eyelids or eyebrows.",EAP
id07881,"Many were the waterfalls in their corridors, and many were the lilied Lakelets into which they expanded.",HPL
id25347,"Pale as marble, clear and radiant, she heard my story and inquired about where it had been deposited.",MWS
id10063,"""If we now, narrowly, look through the cipher for combinations of familiar characters, we find, not very far from the beginning, this arrangement, or, threesomething that, simply, is the conclusion of the word degree, and gives us another Letter, d, represented by.",EAP
id24436,I never could see the world as I knew it.,HPL
id04575,All other matters and all different interests were absorbed in their only contemplation.,EAP
id04343,"While I was awake, I knew what you meant by ""mind,"" but now it just seems like a word like truth, beauty, quality, I mean.",EAP
id17016,"Everything was clearer in the deeper dreams as well, and Gilman sensed that the dusk around him was that of the fourth dimension.",HPL
id25800,"The horse itself, in the foreground of the design, stood motionless and statuesque, while his dissatisfied rider was lost by the dagger of a Metzengerstein.",EAP
id13769,"If they retired, if there was a moon, or the night was a starlight, I went into the forest and collected my own food and fuel for the hut.",MWS
id10865,"This was moderately good for a while; in fact I was not stingy, but my dog ​​was.",EAP
id20206,That was all true; but it was no less painful to bring the exhortation home.,MWS
id04331,They spoke of their famous tyrant and of the splendor of his capital; and rejoiced in the glory of the statue that Musides had made for him.,HPL
id12070,"Throw away the only gift I have given you, your sorrow, and rise under my destructive influence, for out of so much evil has never come forth such a sweet flower.",MWS
id06924,But he was great when my Fathair heard from Heem in Barcelona and is just a man who suddenly hurts one arm of the plumber.,HPL
id07230,The effect of firing a cannon is that of a simple vibration.,EAP
id05121,"Unfortunately, I did not know the desperation it was supposed to achieve; the rocks that would tear his water, and the nasty scene that would be more distorted in their waves.",MWS
id23192,"My heart beat fast as I approached the Palingen. My hand was on one of them, a jump would take me to the other side when two guards ambushed me. One struck me down and continued whipping a heavy horse.",MWS
id19741,The natives hang them on a string from the ceiling and enjoy their scent for years.,EAP
id05990,"My evil passions will have fled, for I will meet with sympathy. My life will flow smoothly, and in my last moments, I will not curse my Creator. """,MWS
id26408,"A light breeze, however, arose as the sun sank; and while I stayed on the top of the slope, the mist was gradually scattered in wreaths and floated over the scene.",EAP
id27097,"Soon after the departure of the couple a band of villains appeared, appeared in exuberance, ate and drank without pay, followed the way of the young man and girl, returned to the inn in the evening, and crossed the river as though in a great hurry.",EAP
id26697,"The position of the candelabra displeased me, and I struggled to reach out my hand instead of disturbing my slumbering servant. I put it down so that it threw its rays more on the book.",EAP
id15915,"""Elizabeth Lavenza"" Geneva, Mai th, ""This letter enlivened in my memory what I had previously forgotten, the threat of the devil"" I will be with you on your wedding night ""That was my sentence, and that night the demon would be used any art to destroy me and tear me away from the look of bliss that partly promised to comfort my sufferings.",MWS
id09060,"He might have spoken, but I did not hear; One hand was outstretched and seemed to arrest me, but I escaped and hurried downstairs.",MWS
id13696,"Her face was exceedingly round, red and full; and the same peculiarity, or rather the peculiarity, was attached to her face, which I have already mentioned in the case of the President, that is, only one feature of her face was sufficiently different to require a separate characterization: indeed the acute plan noted immediately that the same remark could apply to every single person of the party; each of them seemed to have a monopoly on a particular part of the physiognomy.",EAP
id07437,"And the bright eyes of Eleonora brightened in my words; and she sighed as if a deadly burthen had been taken from her breast; and she trembled and wept very bitterly; but she accepted the oath, for what was she just a kid?",EAP
id25042,I became an author myself.,MWS
id12330,"Bennett slept, apparently feeling the same abnormal drowsiness that affected me, so I called Tobey for the next watch, though even he nodded.",HPL
id02538,"However, I succeeded in completely reassuring them by pledging to pay all the points as soon as I could finish the current business.",EAP
id01838,Some who knew him do not admit he ever existed.,HPL
id09000,"It was closer to Maple Hill than to Cone Mountain, some of the rude dwellings were actually shelters on the side of the former Eminence.",HPL
id18704,The outside world could take care of itself.,EAP
id22084,"The manipulations of Pompey had, I must confess, made a very striking difference in the appearance of the personal man.",EAP
id24595,"Then, for a moment, Iranon thought he had found those who thought and felt like him, though the city was not a hundredth as beautiful as Aira's.",HPL
id16062,"Then I tried to do violence to my own predisposition, all worse than before.",MWS
id10540,His graceful baiting has captivated the senses of his audience.,MWS
id22353,The small weather-worn telephone poles carried only two wires.,HPL
id26580,"Posterity is no more; Fame, ambition and love are meaningless words; As the cattle grazing in the field, you lie, O abandoned, at low tide, ignorant of the past, carefree about the future, for only from such ignorance can you hope that joy with its own colors paints every action and every one Thought.",MWS
id26924,Mr. B. just cuts out and gets through.,EAP
id11048,But that is actually a point of subordinate importance.,EAP
id18336,"A disgusting canvas seemed to depict a huge cross section of Beacon Hill, with ants like armies of Mephite monsters crawling through caverns rummaging through the ground.",HPL
id27071,The theater was pretty well filled.,MWS
id20454,"I did not know, nor was I interested, if my experience was madness, dreams or magic; but was determined to look for brilliance and happiness at all costs.",HPL
id18675,They are familiar to the world.,EAP
id00441,She was almost fifteen years older than him and came from a previous marriage of his father.,MWS
id07287,I became madly angry and struggled to force myself up against the scary scimitar.,EAP
id04428,"M. St. Eustache, Marie's lover and intended husband, who went into her mother's house, explains that he did not hear of the discovery of the body of his intended until the following morning, when M. Beauvais came into his chamber and told him of it.",EAP
id01274,"I stopped automatically, although my brain was lacking to pull me back.",HPL
id21953,"When his gambols were over, I looked at the newspaper and, to tell the truth, I was not a bit confused about what my friend had portrayed.",EAP
id07539,"As such discussions continued, her theme gradually approached, with larger apparent diameters and a more brilliant sheen.",EAP
id22978,"They stole first in twos and twos, then in larger companies, until whole battalions, unhindered by the officers, sought the way to Macedonia.",MWS
id26449,"The scene, judged by a common aesthetic canon, is more beautiful than usual; Nevertheless, there is no influx of artists or summer tourists.",HPL
id27667,I am glad that I loved and sympathetic joy and suffering with my fellow creatures.,MWS
id03429,"The trees were supple, lovely, upright, slender and graceful, of eastern shape and foliage, smooth, shiny and partially stained with bark.",EAP
id21473,"No less cruel was the ""lollipop,"" who said, ""Someone who enjoys the term 'Oppodeldoc', to which lesser uses the too-often-used names of illustrious dead, has about fifty or sixty verses later begin to settle this fashion: Achilles' wrath, to Greece the horrific spring of untold sufferings, c., c., c., c. ""Oppodeldoc, whoever he is, is respectfully informed that there is no printer in our office Devil is not in the habit of composing better lines.",EAP
id13829,"He was all alone, and his first act was to go to the balustrade and look drunk in the endless, cyclopean city nearly two thousand feet down.",HPL
id25653,I went to her and offered my services.,MWS
id03312,"Those who had missed something were no longer lacking, but fear and hatred and ignorance were still brooding across the street; for many were left behind, and many strangers had come from distant places to the old houses.",HPL
id02912,This I noted with unhealthy sharpness despite the fact that two of my other senses were violently attacked.,HPL
id16189,He admitted that the principles I set were the best; but he denied that they were the only ones.,MWS
id27625,"They were anxious, they were unbelievably repugnant; but good came out of evil; for their abundance was an inevitable disgust in my mind.",EAP
id21283,"And when time has softened your despair, new and loving things of care will be born to replace those to whom we have been so cruelly deprived. """,MWS
id27006,How could I imagine what I should see?,HPL
id26172,One of those fragile mirrors ever painted on your picture will be broken and crumbled to dust.,MWS
id20302,"I remember that I did not consider it a common flashlight, I had a common flashlight in another bag.",HPL
id06219,"""One of the most popular pieces of mechanism we have seen is the mage constructed by M. Maillardet to answer certain given questions.",EAP
id04049,"He was a strange, stealthy creature, constantly looking over his shoulder, as if she were afraid of something, and when sober could not be persuaded to speak completely with strangers.",HPL
id18921,Calderón de la Barça,MWS
id17712,I did not expect it because I thought I was thoroughly forewarned about what the jewelry would be.,HPL
id04703,He was detained three days longer and then hurried to her.,MWS
id01959,And why should I describe a grief that all felt and must feel?,MWS
id00864,But I paused as I thought about the story I needed to tell.,MWS
id06579,"Destroyed castles hanging on the slopes of Pinscher Mountains, the boisterous Arve and huts that peeked through the trees here and there formed a scene of unique beauty.",MWS
id12244,"I did not cry, but I wiped the sweat from my forehead and tried to make my brain and my heart go mad.",MWS
id08485,"The steps were numerous and led to a narrow, stone-flagged passage that I knew was far below the earth.",HPL
id02992,"I had already decided not to give up the search for lurking anxiety, for in my premature ignorance the uncertainty seemed worse to me than enlightenment, as terrible as the latter might prove.",HPL
id02739,"It had lost, to a great extent, the deep blue tint it had worn so far, now with a greyish white and an iridescent sheen.",EAP
id16275,"But now I walked in cold blood, and my heart often became sick from the work of my hands.",MWS
id20997,The door marked I is still open.,EAP
id20397,We rented a chaise here and drove with four horses through the storm with speed.,MWS
id03731,"Remember that this is a horrible world in which we are virtually helpless. , , ,",HPL
id23537,"Of the different stories that the aged Soames, the family butler, is most affluent and coherent.",HPL
id21973,During the Carnival of Rome I visited a masquerade in Rome in the Palazzo of the Neapolitan Duke Di Broglio.,EAP
id05473,So we talked about them and moralized as we returned to Windsor Castle with diminished numbers.,MWS
id18413,"And it was the sad influence of the unnoticed shadow that made him feel, though he neither saw nor heard how he felt my head in the room.",EAP
id20228,"A bright light then penetrates the cabinet, and the man's body would be discovered if it were there.",EAP
id19561,"From Asia, from the banks of the Nile to the Caspian Sea, from the Hellespont to Oman, a sudden panic arose.",MWS
id14682,"After dark, it was not a salutary landscape, and I think I'd noticed its morbidity, even if I did not know the horror that reigned there.",HPL
id13627,I always knew you were not a scientist. Trembling with fear to discover the ultimate things that I have discovered?,HPL
id22354,"Should I comply with your request and, I would add, to the pleadings of my own breast, would I not be entitled to demand a very small blessing from you in return? """,EAP
id20957,"I did not completely disagree with him theoretically, but had vaguely instinctive remnants of the primitive beliefs of my ancestors; so that I could not help looking at the corpse with a certain reverence and terrible expectation.",HPL
id20631,"Idris, the most loving wife, sister and friend, was a tender and loving mother.",MWS
id13325,"Then every movement, of whatever kind, creates?",EAP
id01426,"The next night, without asking for the helm, he removes it.",EAP
id03345,"But, dear Frankenstein, ""he continued, pausing for a moment, he looked straight into my face."" I have not noticed before how ill you look; so thin and pale; You look like you've been watching for several nights. """,MWS
id04554,He only screamed once.,EAP
id11288,"At first she assured him of her boundless self-confidence; he has to be aware of that, because she would not try to arrest him for that.",MWS
id24003,"Wild visions, opium generated, fluttered, shadows like before me.",EAP
id02645,"When I entered, I angrily pushed him away from me.",EAP
id20608,"The tread was heavy, but seemed to contain a strange kind of caution; a property that I did not like because the tread was heavy.",HPL
id20251,"Moreover, the neighboring goods had for a long time exerted a rival influence on the affairs of a busy government.",EAP
id22068,She had been on duty for about a year when her admirers were confused by her sudden disappearance from the store.,EAP
id12161,He had obviously been strangled because there was no sign of violence except for the black markings on his fingers.,MWS
id00768,Was that a rat I had looked into his hole?,EAP
id01351,"""Howling monster Fiend that you are. The agony is too mild a revenge for your crimes.",MWS
id12232,"Razor in hand, and fully frothed, it sat in front of a mirror and tried the shave, in which it had undoubtedly watched his master through the keyhole of the closet before.",EAP
id26310,"""We will resume this question merely by referring to the disgusting details of the surgeon examined during the examination.",EAP
id22992,Let me see Let me remember Yes; It's easy to remember the exact words of the love promise you gave Eugenie last night.,EAP
id13123,They took less transport and more of quiet enthusiasm of enthusiastic calm.,EAP
id22536,"And now, when I heard an incredible popping and hissing of champagne, I finally discovered that it came from the person who performed the bottle of this tender drink during dinner.",EAP
id16203,"The topography, even if it is willing to explain itself with Blunt's Lunar Chart, is totally in contrast to this or another lunar chart, and even in stark contrast to itself.",EAP
id27074,"""Vell, monsieur,"" she said after watching me in obvious surprise for a few moments. ""Vell, monsieur?",EAP
id21691,"No, everything has to be changed.",MWS
id24845,"Agatha listened with respect, her eyes sometimes filling with tears she tried to wipe away unnoticed; but I generally found that her countenance and tone were happier after listening to her father's exhortations.",MWS
id10450,"Madness rides the star wind. , ,",HPL
id05692,Nothing could be more magnificent.,EAP
id00956,"It was a very well funded system, in fact simple, neat, no problem at all, it was delicious. """,EAP
id10541,"Still, she was sure he would finally come; and the further the break was to emerge in this crisis, the safer it was to close it forever.",MWS
id00839,"""So, Bobby, my boy, you're a good guy, right?",EAP
id03890,"This was the dream of seeing a shoggoth for the first time, and the sight made me scream in a scream.",HPL
id04052,"The stove, for example, was a good hit.",EAP
id27509,"Still, he was never better.",MWS
id13877,It was agreed to call the whole thing a chemical laboratory if a discovery were to take place.,HPL
id10683,"I immediately left Mr. Cut Comeagain and set up one of the most lucrative, respectable and independent professions on the Eye Sore line.",EAP
id21854,I had imagined that the usual persistence of atmospheric pressure on the earth's surface was the cause or almost the cause of the pain that accompanied animal life at a distance above the surface.,EAP
id20718,I was uneasily disturbed by this intelligence.,MWS
id16292,"The patient, Mr. Edward Stapleton, had apparently died of typhoid fever, accompanied by some anomalous symptoms that had aroused the curiosity of his medical attendants.",EAP
id06127,"Waterfront Scum was way too frequent for special mention; although there was vague talk about a single ride that had made this mixed race, during which faint drumming and red flame were noted on the distant hills.",HPL
id20973,A fiendish expression rose on Frederick's lips as he became aware of the direction his gaze took without his consciousness.,EAP
id24787,That was indeed one of his hobbies.,EAP
id01720,"The mountain on whose summit we sit is Helseggen, the cloudy one.",EAP
id09677,Matters of a moment are rarely given to parchment; because for ordinary drawing or writing purposes it is by far not as well suited as paper.,EAP
id14292,"Here he knew that weird things had happened once, and behind the surface there was a faint hint that all of this monstrous past had not completely died, at least in the darkest, narrowest, and most complicated crooked lanes.",HPL
id13817,No one but my enemies ever calls me Suky Snobbs.,EAP
