id,text,author
id09954,"So far, I have not fired as my uncle Douglas did.",HPL
id11201,"The elevation of ghosts or demons was a promise liberally granted by my favorite authors, the most ardent of which I sought for accomplishment; and if my incantations were always fruitless, I rather attributed the failure to my inexperience and my error than to a lack of address or fidelity in my instructors.",MWS
id07582,It was whispered to him that he had died of the plague.,MWS
id03165,You better thank Heaven for not going further. . . .,HPL
id09939,"What struggle could have been this struggle so violent and so lasting that it left its ""traces"" in all directions between a weak and helpless girl and the band of imagined bandits?",EAP
id02506,"And when I saw on the sunken moor a wide, nebulous shadow that swayed from mound to mound, I closed my eyes and threw myself face down on the ground.",HPL
id22750,"The pain is over, her suffering is over forever.",MWS
id27049,"He was led to look with extreme disapprobation, and finally with disgust, at the imprudence and folly of my father.",MWS
id11580,"The still waters had closed placidly on their victim; and, although my own gondola was the only one in sight, many vigorous swimmers, already in the river, sought in vain for the surface the treasure which was to be found, alas only in the abyss.",EAP
id18781,"""Baconian"", you must know, was an adjective invented as equivalent to Hogian and more euphonious and dignified.",EAP
id10415,"Of livestock, only a quarter could be found and identified.",HPL
id23176,"The day, hateful for me, took birth; I took refuge in my home, I threw myself on a couch, I slept, was it sleep?",MWS
id06088,"My knowledge of the pit had become known to inquisitorial agents of the pit whose horrors had been destined to a recusation as bold as me the pit, typical of hell, and considered by rumor as Ultima Thule of all their punishments .",EAP
id14255,"But the archon was sullen and did not understand, and reprimanded the stranger.",HPL
id01985,"It was, of course, a singular meeting, for I had not thought it possible for a cloud of this nature to be supported at so great a height.",EAP
id14620,"""I presume you expected to find a letter between the stamp and the signature.""",EAP
id04773,"With adequate prudence and perseverance, we will infallibly trace this boat; not only the boatman who picked it up can identify it, but the rudder is at hand.",EAP
id04875,It was General Lasalle's.,EAP
id16159,"Because, to tell the truth, until the last years, that the chiefs of all the people are put to the policy, there is no better affair than mine that an honest citizen of Rotterdam can desire or deserve .",EAP
id03308,"Thinking a thousand reflections, curtains that rolled from their cornices like cataracts of molten silver, the rays of natural glory mingled with artificial light for a long time, and spread out in subdued masses on a carpet of rich and liquid. Fabric looking at Chile gold.",EAP
id17033,"The old books from Whateley's quarters, though interesting and, in many cases, promising to open up new and terrible researches among philosophers and scholars, were of no help in this area.",HPL
id10140,"However, no one complained to the sinister couple; even when little Atal, the innkeeper's son, swore that he had seen all of Ulthar's cats at dusk, in that cursed court, under the trees, walking slowly and solemnly in a circle around the cottage, as if unheard of rite of animals.",HPL
id00747,"The ground on which the battle was fought was a plain so flat that from the tumulus you saw the undulating line of mountains on the horizon; yet the intermediate space was invariable by the slightest irregularity, except the undulations which resembled the waves of the sea.",MWS
id00332,"For the sisters, however, I could not apologize.",EAP
id20889,"At night, the subtle bustle of the black city outside, the grim rush of rats in the worm-eaten walls and the crackling of the woods hidden in the century-old house were enough to give him a feeling of strident pandemonism.",HPL
id02403,"The creak of the masts, the rattling of the wheels, the tramp above, all persuaded him that she was already far from the coast of Greece.",MWS
id18720,"Jupiter, smiling from one ear to the other, was busy preparing marsh hens for supper.",EAP
id18409,"Certainly, she was looking forward to another life; it is true that the burning spirit of love seemed to him inextinguishable for eternity.",MWS
id00473,The shutters of the front windows were rarely open.,EAP
id19785,It was something I found in my coat the next morning.,HPL
id12031,"But now, Zadok shook me and I turned to watch the melting of that fear frozen in a chaos of eyelids and moans.",HPL
id24282,"Instead, they jumped violently to the terrible relationship that seemed to tear the hills; the deafening and cataclysmic noise whose source, be it the inner earth or the sky, has never been posed by a listener.",HPL
id02051,"About five o'clock in the morning, I discovered my charming boy, whom the previous night had seen flowering and active in health, lying on the grass, motionless and motionless; the fingerprint of the murderer was on his neck.",MWS
id05481,"Before the battle of Rodosto I was full of hope and spirit; to conquer there, and then to take Constantinople, was hope, the bourne, the fulfillment of my ambition.",MWS
id16368,"During the summer and autumn, I lived in the arid expanses of the Cactus Mountains, employed as workers at the famous Norton mine; The discovery by an old prospector, a few years earlier, had turned the surrounding area from an almost depopulated gulf into a boiling cauldron of sordid life.",HPL
id05698,"I guess we should start with the cold of December, when the ground froze and the cemetery pests found that they could only dig graves in the spring.",HPL
id16999,"Now you have the experience of all I can give, the devotion of the heart, the unblemished love and subjection without hesitation to you.",MWS
id14646,"A very strange coincidence, indeed Just what Dr. Dubble L. Dee would call an extraordinary contest of events.",EAP
id16793,"There was also that Arkham teacher body that had done cannibal things before he was captured and degraded unidentified in a lunatic cell in Sefton, where he broke the walls for sixteen years.",HPL
id08695,"A certain period elapses, and a mysterious mysterious principle sets the magic gears and magic wheels in motion.",EAP
id09169,"The writing accompanying this quirk was, apart from a pile of clippings, in Professor Angell's most recent hand; and made no claim to the literary style.",HPL
id17286,"Well, young man, you must not take too much of what people say here.",HPL
id05380,"He licked the bottle's nose and slipped it into his pocket, then began to nod and whisper quietly to himself.",HPL
id09583,"Once again I called, ""Warren, are you there?"", And in response heard the thing that brought this cloud to my mind.",HPL
id02219,"I was exhausted and ill, determined not to give up my post, but doubting the way in which I should affirm it; when Adrian called me and shook my hand, he told me not to leave him.",MWS
id24252,He entered three men who presented themselves with perfect gentleness as police officers.,EAP
id15525,"I will go to these poles when the earth is clear, if I can not go through Dho Hna's formula when I commit it.",HPL
id20844,"With that, his Grace rubbed his eyes, yawned, shrugged, reflected.",EAP
id01558,"Let us go where you want; the love that accompanies us will prevent our regrets. """,MWS
id14496,"After all the restlessness and sorrow I had felt in Greece, I looked for Windsor, as the bird pushed by the storm makes the nest in which it can fold its wings in all tranquility.",MWS
id10387,"After spending a few weeks in London, his attentions to me were marked and his visits more frequent.",MWS
id12601,"My first impulse to wake up was to communicate all my fears and observations to Denys Barry, but when I saw the sunlight shining through the east-facing window, I became sure there was no reality in what I thought I saw.",HPL
id10424,"All he saw was unspeakably menacing and horrible; and each time one of the organic entities appeared by his movements to notice him, he felt a frightful and hideous fright which generally shook him.",HPL
id22648,It was not a powerful leap from Calais to Dover.,MWS
id11429,Then we have specific rules.,EAP
id18150,"What do you want more? ""But, sir, please, I do not remember that you paid me for tobacco.",EAP
id21059,The one sitting near Raymond told a story that convulsed others with laughter.,MWS
id04863,"As I watched the storm, so beautiful and so terrible, I took a brisk walk.",MWS
id03031,"At first, while he was speaking, there was a slight movement of this group towards the intruder, who at that time was also near, and now, with a deliberate and majestic step, approached the speaker.",EAP
id05004,"The general impression, to the extent that we could get rid of the newspapers, seemed to be that Marie had been the victim of a gang of desperate people who had subsequently been carried across the river, mistreated and murdered. .",EAP
id00890,"""Forgive me,"" said she, ""for the uneasiness I have inevitably given you; but while in this unhappy island, where everything breathes its spirit that I have lost forever, a spell held me back.",MWS
id04444,"Sometimes it made me cry; and at other times I repeated these words with transport: ""One day I will be able to claim it in your hands.",MWS
id05129,"She saw no means of escaping the scarcity: the perpetual solicitude, joined to the sorrow of the loss of the marvelous being, which she continued to contemplate with ardent admiration, hard work, and naturally delicate health. finally delivered from the sad continuity of need. and misery.",MWS
id19061,This book had a very different effect on me from the Werter Sorrows.,MWS
id21290,"I have already said, or should have said, that Wilson was not, in the furthest degree, related to my family.",EAP
id15431,"Mercury Tuesday morning, June.",EAP
id26693,"Valdemar, I say, are you sleeping?",EAP
id00727,"This old man lives alone in a very old house on Water Street, near the sea, and is reputed to be both excessively rich and excessively weak; which forms a very attractive situation for the men of the profession of MM. Ricci, Czanek, and Silva, for this profession was no less worthy than theft.",HPL
id17931,"He was an excellent ""whip,"" however; and, having taken off his cassock to put on a fine cloak, he led the hack that carried the ""happy couple"" out of the city.",EAP
id15276,"Man can not rest, and his restless aspirations will now do good instead of evil.",MWS
id15266,"As soon as I did that, with a bright smile radiating all his features, he fell back on his pillow and exhaled.",EAP
id25420,"It was now the representation of an object that I shuddered to name and for that, I hated and feared especially, and I would have gotten rid of the monster if I had dared it was now, I say, the image of a hideous horrible thing about the GALLOWS oh, mournful and terrible engine of horror and the crime of agony and death And now I was really miserable beyond the misery of mere humanity.",EAP
id09921,"I closed the window, and the appearance of the whole nail was perfect again.",EAP
id06021,"""Dvelf"" they answered perfectly satisfied, and dropping their voices.",EAP
id06603,"I go to unexplored areas, to ""the land of mist and snow,"" but I will not kill albatrosses; therefore, do not be worried about my safety or if I should come back to you as worn and lamentable as the ""Ancient Mariner"".",MWS
id01241,"When the crowd was gone, I saw the bearded tomb that had brought me to this place, standing alone with a lantern.",HPL
id27421,"His manner at these moments was frigid and abstract; his eyes were empty of expression; while his voice, usually a rich tenor, rose into a triplet that would have sounded petulant without the deliberate and complete sharpness of the utterance.",EAP
id26531,"And I told myself that the realm beyond the wall was not more durable, but more beautiful and radiant.",HPL
id21667,"A postscript mentions, however, that Adolphe Le Bon had been arrested and imprisoned, although nothing seemed to criminalize him, beyond the facts already detailed.",EAP
id04718,"""Thank you, Walton,"" he said, ""for your good intentions toward such a miserable, but when you speak of new ties and new affections, do you think that someone can replace those who have left?""",MWS
id22723,"The frame was oval, richly gilded and filigree in Moresque.",EAP
id04482,Mr. Kirwin was responsible for gathering the witnesses and organizing my defense.,MWS
id23361,"I observed that the contours of these monstrosities were sufficiently distinct, but that the colors seemed faded and fuzzy, as if they came from a humid atmosphere.",EAP
id22940,This verbal mess was the key to the memory that excited and disturbed Professor Angell.,HPL
id24066,"I tell you distinctly that I am going to punish you for all your impertinences by being as boring, as discursive, as incoherent, and as unsatisfactory as possible.",EAP
id08672,Could he refer to an object I dared not even think about?,MWS
id12758,"Our means of receiving impressions are absurdly rare, and our notions of surrounding objects are infinitely narrow.",HPL
id16702,"Seeing a possible way of avoiding the dangerous jump, I pulled on the curtains and brought them back, pole and all; then quickly hang two of the rings in the shutter shutter and throw the drapery outside.",HPL
id18888,"The expression of your feelings on this subject, my dear Victor, gives me more pleasure than I have experienced for some time.",MWS
id25399,"Well, Eliot, there was not much to do for me after this harangue but to stop me from running instead of walking for the first vacant taxi we could see.",HPL
id04112,"Yet this should have been the case, and to a degree equal to the surface of the earth, the actual gravity of the bodies of either planet supposed in the ratio of atmospheric condensation.",EAP
id12004,"This peculiarity of character grew with my growth, and in my virility, I derived one of my main sources of pleasure.",EAP
id20300,"On you rest, if I leave the neighborhood of man forever and lead a harmless life, or become the scourge of your fellows and the author of your own quick ruin. """,MWS
id12504,This fact confirmed my preconceived idea.,EAP
id09644,"Since that time, whenever the circumstances of the world have not imperiously called me, or the character of my mind has prevented such a study, I have been employed to decipher these sacred remains.",MWS
id00216,"""He's coming,"" someone says further.",EAP
id17146,"The man did not accost me, so I hastened home to try to hear what he could report to my anxious father.",HPL
id24786,"It will no doubt be understood, from what I have already said, that the Baron was one of those human anomalies which are now found, and which make the science of mystification the study and business of their lives. .",EAP
id23606,"They withdrew and I turned to my friend, but he was plunged in languor and almost deprived of life.",MWS
id22773,"But in the detail he gave you, he could not summarize the hours and months of misery I could endure in helpless passions.",MWS
id06710,This fact was unknown to the traveling companion who introduced me.,EAP
id06134,Your curiosity makes you irresponsible.,HPL
id10963,"He sent medical assistance; the hours passed, spinning with suspense in ages; the darkness of the long autumn night gave way to the day, before his life was assured.",MWS
id13755,But I was baffled by every attempt I made for that purpose.,MWS
id23879,"The entire history of the attic was smothered by debris from above, but no one bothered to touch the mess before the inevitable shave of the decrepit structure.",HPL
id09008,"He has talked a lot about diet, and says Pickman must be abnormal and eccentric to the last degree.",HPL
id24116,It could mean the end of all our local work and maybe the prison for the West and me.,HPL
id21407,"Several extensive perforations existed; and, at some point, permanent membership of the coasts had taken place.",EAP
id25230,"Beyond that, critical art can only suggest.",EAP
id04700,"But in the drape of the apartment, alas, the main fantasy of all.",EAP
id24429,"Just assure me that your love and your faith in me have never been violated; and suspicion, and doubt, and jealousy will be immediately dispersed.",MWS
id04591,"With squealing insistence, the squatters told stories of a devil who seized the solitary travelers at nightfall, either by taking them away or leaving them in a frightful state of dismemberment gnawed; while sometimes they whispered streaks of blood to the distant mansion.",HPL
id14863,"There was in Wilbur Whateley himself enough to make him a demon and an early monster, and to make him lose consciousness.",HPL
id18639,"""The old man, leaning on his son, walked every day at noon, when it was not raining, as I found him called when the heavens poured out his waters.",MWS
id15203,"It seemed strange that old Gregory, at least, would abandon his master without saying as much a friend as myself.",HPL
id10524,"Not in the calm air or in the ocean; not in the woods or the fertile fields, nor among the birds that made the woods sing with the singing, nor the animals that in the midst of plenty bathed in the sun.",MWS
id08644,"At the same moment, a noise resembled the rapid opening and closing of a door above the head, while a faint glow of light suddenly shone in the dark and suddenly disappeared.",EAP
id03686,"I saw him sitting in a side box, in the second row, between a fat lady and a lean.",EAP
id09226,"A selfish pursuit had narrowed and narrowed me until your sweetness and affection warmed and opened my senses; I became the same happy creature who, a few years ago, loved and loved by all, had no sorrow or worry.",MWS
id00590,We arrived in the city in a little over half an hour.,MWS
id01267,"""Nice to meet you, Sheehan,"" Trever said calmly and well.",HPL
id02235,"If this man could not be restored to life, no one would be aware of our experience.",HPL
id13962,"Or the memory of past happiness is the anguish of the day, or the agonies that are, have their origin in the ecstasies that could have been.",EAP
id20574,"But as he began to strike, no one had time to deal with his maneuvers, as they all had to count the shots.",EAP
id02369,"Besides, the streets were horribly dark.",HPL
id11804,"He saw that most of them, in common with their dismembered priests, could not escape the illusion that life has meaning beyond that which men dream of; and could not leave aside the gross notion of ethics and obligations beyond those of beauty, even when the whole of Nature shouted out of her unconsciousness and impersonal immorality in the light of their scientific discoveries.",HPL
id03759,"He returned home, full of mixed feelings, of pain excited by the misery of Evadne, and of pleasure at the prospect of relieving her.",MWS
id19859,"When my hand touched his ear, I shuddered, though I'm not sure why I did not know why until I felt my motionless face; the ice cold, stiff, the breathless face whose glassy eyes swelled unnecessarily in the void.",HPL
id08120,"And may I, who for many years have been fed tears and nurtured under the dew of sorrow, can I pause to tell a story of misfortune and death?",MWS
id07629,Dunwich is indeed ridiculously old by far as one of the communities within thirty miles of it.,HPL
id15473,But why should I say more?,EAP
id22525,"""That's it,"" I replied, producing a trowel under the folds of my roquelaire.",EAP
id16751,He comforted her; he instilled in him his own hopes and desires; and soon his face shone with sympathy.,MWS
id27454,"I pointed out that the barbaric Vascones were at best turbulent and uncertain, so that skirmishes with them were inevitable sooner or later, no matter what course we might take; that they had not, in the past, been dangerous adversaries for our legions, and that the representatives of the Roman people would make the barbarians suffer to interfere in a course demanded by the justice and prestige of the Republic.",HPL
id04672,"Soon we returned to the shore, and I tried to obviate the impression made on the child's mind by treating Raymond's fears a little.",MWS
id27258,I believed in his innocence; I knew it.,MWS
id25516,"It was an antique Puritan interior, a beamed room with lattice windows, street furniture, and clumsy furniture from the 17th century, where the family sat while the father read the scriptures.",HPL
id15345,"I have to find Bennett and Tobey, if they lived. . .",HPL
id24552,"For my part, I can not conceive on what data they have based such an accusation.",EAP
id10020,"The introduction of mirrors among the machines could not have been intended to influence, to whatever degree, the machine itself.",EAP
id26941,"I am twenty-two years old, you say, granted: indeed, you can as well call me, at the same time, twenty-three.",EAP
id09247,It was the pit the maelstrom the ultimate abomination.,HPL
id16331,"He jumped up and grabbed his staff, but the next moment he fell back into his seat, trembling violently, and with the very face of death.",EAP
id25002,"I replied that I had every confidence in his superior delicacy of feeling, and I would conform to what he proposed to me.",EAP
id10038,It was the skeleton of his wife in his shroud still unmolded.,EAP
id17538,You know that the beginning is GOD.,EAP
id21840,"They bandaged his wound and transported him to the asylum in Sefton, where he fought his head against the walls of a padded cell for sixteen years until the recent mishap, when he escaped into circumstances that few like to mention.",HPL
id07056,"Accordingly, I had sent to the proconsul a slave, an agile little Greek called Antipater, and Scribonius had listened to my prayer and ordered Balbutius to send his fifth cohort, under Asellius, to Pompelo; He entered the hills at nightfall, on the eve of the calends of November, and destroyed all the nameless orgies he could find by taking prisoners he would take to Tarraco for the next owners' court. .",HPL
id09681,"The passions, which for centuries had distinguished our race, came with the fancies for which they had been equally noted, and together breathed a delirious felicity over the valley of several colored grass.",EAP
id12778,"Having told all that was necessary to the greatest judicial conviction, I fell prostrate in fainting.",EAP
id03657,"It was thus that he spoke of the object of my visit, of his ardent desire to see me, and of the consolation he expected me to grant him.",EAP
id27407,"On my return, I found the following letter from my father: ""My dear Victor, you have probably waited impatiently for a letter to fix the date of your return; and I was at first tempted to write only a few lines, simply mentioning the day when I should wait for you.",MWS
id01290,"His stud of beautiful horses, his expensive work-arms, the praises that accompanied him, the adoration, the ready servant, the high place and the high esteem, I considered them to be forced off and envied them all with a bitterness new and tormented.",MWS
id27327,"From Dunedin, the Alert and his noisy crew had eagerly started out as imperiously invoked, and on the other side of the land poets and artists had begun to dream of a strange Cyclopean city, while a young man The sculptor had modeled in his sleep the form of the dreaded Cthulhu.",HPL
id20999,The offspring of the deepest love I have shown from my early years the greatest sensitivity of disposition.,MWS
id11390,Then the track led to the sofa and ended in an undeniable way.,HPL
id15374,"Several other men were questioned about my landing, and they agreed that, with the strong north wind that had risen during the night, it was very likely that I had beaten for several hours and was forced to return to almost the same place. that I had left.",MWS
id12897,"In addition, the velvet of the lawn was beautifully stained with sheep, of which a considerable herd roamed the valley, accompanied by three tame deer and a large number of brightly-clad ducks.",EAP
id11946,Was it my own excited imagination or the foggy influence of the uncertain atmosphere or twilight of the room or the gray draperies that fell around her figure and caused her a flickering and indistinct silhouette?,EAP
id01183,"After an urgent and vain attempt to put it in a drawer, she was obliged to place it, open as it was, on a table.",EAP
id10349,"If, for a moment, he showed curiosity, my eyes fell, my voice died away, and my evident sufferings promptly obliged him to banish the ideas he had awakened; however, he always mingled consolation in his speeches, and tried to soften my despair by demonstrations of profound sympathy and compassion.",MWS
id15470,"You tried to stop me. you discouraged me when I needed every drop of encouragement I could get; you were afraid of the cosmic truth, you are cowardly, but now I have what swept the servants?",HPL
id11419,We even felt an unusual elasticity of frame and alertness.,EAP
id05920,"I lay down at the bottom of the boat and, looking at the cloudless blue sky, I seemed to be drinking in a tranquility to which I had long been a stranger.",MWS
id05845,I could not be found in any state of mind that I would have willingly exchanged for nothingness.,MWS
id13950,"However, a letter had appeared to me in a distant part of the country, a letter from him which, in his extremely importunate character, had admitted only a personal answer.",EAP
id11324,"Then, suddenly, my hands fell on a door, where hung a stone portal, rough and oddly chiseled.",HPL
id19399,"The climb is steep, but the path is cut in continuous and short windings, which makes it possible to overcome the perpendicularity of the mountain.",MWS
id23120,"""And now, with the world before me, where should I bend my steps?",MWS
id24286,"In a rather philosophical and related tension, perhaps, I reported on the conclusions I came to about them in my early years.",MWS
id12153,"Then I waited in the dark corridor, shivering with cold and fear, until I heard the poor effort of the poor musician to rise from the floor with the help of a chair.",HPL
id21480,"At nine o'clock in the morning, I called this man for the clothes of the day.",EAP
id25451,"There I suffered to stay for several minutes, while I struggled to imagine where and what I could be.",EAP
id19780,"His skin, almost black, his tangled hair and bristly beard were signs of long misery.",MWS
id02967,"As sorrow could change Constance, deception would change me to heaven, you would say: ""It's not my child"" My father, to be happy now and when we meet, I have to flee all this life that is mocking me.",MWS
id15466,"I never heard of Innsmouth until the day before, I saw it for the first and the last time.",HPL
id18797,"And a brute beast I had brutally destroyed a brute beast to shape for me a man, fashioned in the image of the high god so unbearable, that neither day nor night knew the blessing of rest. more During the first, the creature left me no time alone; and in this last, I began, every hour, to dream of an inexpressible fear, to find the warm breath of the thing on my face, and its immense weight a Mare de Nuit embodied that I did not have the power to shake eternally on my heart Under the pressure of torments like these, the weak remnant of good in me has succumbed.",EAP
id09798,"He saw no man who, at a given moment, was tormented, for example, by a sincere desire to attract the attention of a listener by circumlocution.",EAP
id22120,"And here in the prison house that has few secrets to reveal, there are days and weeks and months; and the soul watched every second closely, and, without effort, she recorded her flight without effort and without object.",EAP
id10882,"Finally, he opened his eyes; he was breathing hard and unable to speak.",MWS
id00103,"The sound of the waterfalls became more and more distinct, and soon I saw a fairly deep river gorge, spanned by a broad iron highway bridge, beyond which a large square opened.",HPL
id11878,"And touching that rust on which the editor-in-chief of the Sun insists so obstinately, that he uses the word not less than three times in the brief paragraph I have just quoted, does he really ignore the nature of this rust?",EAP
id17273,"Some of the Whateleys and Bishops still send their eldest sons to Harvard and Miskatonic, though these sons rarely return to the roofs of gambrel molding under which they and their ancestors were born.",HPL
id25502,"He was there, however, more; and breathing more freely, I turned my eyes to the pale, rigid figure on the bed.",EAP
id16382,"But if you do not have an oven or big bell, and if you can not easily get out of a balloon, or get engulfed in an earthquake, or get caught in a chimney quickly, you'll have to settle for imagine similar mishap.",EAP
id13661,"After a pause, during which the flock of whippoorwills out adjusted their cries to weathered tempo while some indications of the strange hill noises came from afar, he added another sentence or two.",HPL
id17161,The star-shaped flowers narrowed in the stems of the trees and no longer appeared.,EAP
id13564,"We will then call them conjectures, and speak of them as such.",EAP
id11175,"After crossing the west sidewalk, I rounded the nearest corner in Bates Street, where I stayed near the buildings on the south side.",HPL
id18611,"Being ordered peremptorily to turn back, the captain.",HPL
id01773,"The strange things of the past that I learned during these nocturnal meetings with the dead, he rejects the fruits of my life and the omnivorous navigation among the old volumes of the family library.",HPL
id09131,"And the trees still harbored singing birds, and in the evening the moon and stars stared at dew-covered flowers in the walled rose gardens.",HPL
id01071,"""I would rather be with you,"" he says, ""in your solitary walks than with those Scots I do not know, so hurry, my dear friend, to come back, to feel myself at home again."" , which I can not do in your absence. """,MWS
id12794,"Well, so be it; a deadly struggle would then surely take place, where, if he were victorious, I would be at peace and his power over me would be over.",MWS
id00202,"Hence there is less distinction between the different classes of its inhabitants; and the lower orders being neither so poor nor so despised, their morals are more refined and more moral.",MWS
id19641,"The strength of this idea was, however, greatly weakened by the necessity of considering abnormal and unsuitable disturbances for any purpose.",EAP
id00919,"All fools are poets; this is what the Prefect feels; and he is simply guilty of a non distributio medii deducing that all poets are fools. """,EAP
id21456,Idris was gone.,MWS
id03803,"It goes without saying that when a movement is made at its own table, by the antagonist, the corresponding movement is made to the box of the Automaton, by Maelzel himself, who then acts as the representative of the antagonist.",EAP
id04589,"But in a city, everything is closed like a prison, a prison where you only see the sky.",MWS
id13756,"I was happy because I wanted to keep as much weight with me as I could wear, for reasons that will be explained later.",EAP
id09612,"This event brought many of those who were about to sail, to set foot on land, ready to face any harm rather than rushing into the gaping jaws of the ruthless ocean.",MWS
id07299,Elizabeth was sad and discouraged; she no longer enjoyed her ordinary occupations; all the pleasure seemed to his sacrilege towards the dead; She thought then that it was the just tribute she had to pay to the innocence so degraded and destroyed.,MWS
id05179,"Now I knew that Mrs. Adelaide Curtis of Albany was the mother of the artist's wife, but then I considered the whole address as a hoax, especially for myself.",EAP
id18153,"On arriving at the hut, I knocked, as usual, and receiving no answer, I looked for the key where I knew it was secreted, opened the door and entered.",EAP
id22798,"There was a kind of morbidity there, and my mother had never encouraged me to visit her parents when I was a child, even though she still welcomed her father when he came to Toledo.",HPL
id19300,"""Common sense"" in thinking about these subjects, I assured myself with a little warmth to my friend, is only a stupid lack of imagination and mental flexibility.",HPL
id08299,"I do not know how many endless eons I am stunned; whispering, mumbling, calling, shouting in this phone.",HPL
id08626,"If a thief had taken it, why did not he take the best, why did not he take everything?",EAP
id14125,"Do not they expect us at the palace, at the Lady Fortunato and the rest?",EAP
id16625,The MS. has shown nervous agitation.,EAP
id18825,"One evening, at about eight o'clock, I heard splashes on the floor, and I suddenly realized that I had for some time been breathing the pungent odor of ammonia.",HPL
id10971,"Not really either, because the fools were free, but the guards were locked in cells, and treated, I'm sorry to say, in a very cavalier way.",EAP
id25608,"God, with all the powers attributed to the spirit, is only the perfection of matter.",EAP
id02690,"""Pay attention, then find the left eye of the skull.""",EAP
id23520,"She would see Raymond, since fate had led her to her, and her constancy and devotion should deserve her friendship.",MWS
id13124,"""They are here,"" he shouted, ""beautiful creatures breathing, talking, loving creatures.",MWS
id13695,"But over time, men have observed a lack of gaiety among Musiques once sparkling.",HPL
id04800,"These were now fixed on me, piercing my soul with their hatred, and explaining myself to where I was standing.",HPL
id10260,"They are well guarded, although I say it myself; and, in my general habits of accuracy and punctuality, I must not be beaten by a clock.",EAP
id07565,I mentioned in my last letter the fears I had about a mutiny.,MWS
id27928,"""Sunday, the seventh.",EAP
id18140,"There was blood on his white robes, and evidence of a fierce struggle on every part of his emaciated frame.",EAP
id04126,"I believe that I have no enemy on earth, and none would have been so bad as to destroy me without motive.",MWS
id06359,"Hear my tale; it is long and strange, and the temperature of this place is not suitable for your beautiful sensations; Come to the cabin on the mountain.",MWS
id09434,"What mercy I could gain by sending it back to its silent and sleepy owner, whom I did not know; but I felt that I had to at least try any conceivable logical step.",HPL
id02150,The general brilliance of terrible greatness was all that I saw.,EAP
id11548,"""That's true,"" said Dupin after a long and thoughtful puff of his foam, ""although I myself am guilty of some dogma.",EAP
id15485,"Its clarity was astonishing and unprecedented, and as I watched, I had the impression of seeing the fine, yellowish, glistening exhalation that had frightened me on that rainy afternoon so many years ago.",HPL
id18467,Words are powerless to convey any fair idea of ​​the ferocity of the resistance with which she wrestled with the Shadow.,EAP
id14751,"If we were among the most penetrating scenes of nature, I might be afraid of meeting your incredulity, perhaps your ridicule; but many things will seem possible in those wild and mysterious regions which would provoke the laughter of those who do not know the always varied powers of nature; and I can not doubt that my narrative conveys in its series internal proofs of the truth of the events which compose it.",MWS
id25575,What is he talking about?,EAP
id07042,They gave us relatively few problems.,EAP
id15762,"Half a dozen men came forward; and, one being chosen by the magistrate, he said that he had fished the night before with his son and brother-in-law, Daniel Nugent, when, around ten o'clock, they observed a strong explosion from the north rising, and they accordingly put in port.",MWS
id06109,"Another night ""KATE.",EAP
id05285,"You will no longer play the Teien with time, but, ignoring the myrtle and the vine, you will carry with you your shroud on the earth, as do the Muslims in Mecca. """" Morella ""I was crying,"" Morella, how do you know that? ""But she turned her face on the pillow and a slight tremor spread over her limbs, she died like that, and I could not hear her voice.",EAP
id18397,"He is always successful, and at the same time acquires the name and the prestige, to ensure the liberty, probably extended, to the Greeks.",MWS
id25777,"Leaving this drawer, as well as the cabinet # open, Maelzel now unlocks the door number and the door number, which are folding doors, opening into one and the same compartment.",EAP
id20680,"With that, Legrand rose with a grave and majestic air and brought me the beetle in a window in which he was shut up.",EAP
id19757,"Surprised at the noise, I jumped to my feet: while the gondolier, letting slip his single oar, lost it in the sticky darkness beyond a chance of recovery, and we remained at the direction of the current that comes off here from the largest in the smallest canal.",EAP
id17115,The poor wretch had lost his young wife and his charming child by the plague.,MWS
id14006,"From my country and my family, I have little to say.",EAP
id20734,"What I said, in spite of the meticulousness with which I exposed it, was first to show the madness of the positive and crazy assertions of the Sun, but especially to bring you, by the most natural route, to another contemplation of doubt if this assassination has, or has not been, the work of a gang.",EAP
id07341,"Among a host of opinions on this delicate point, some acute, others educated, others quite the opposite, I can not choose anything that should be considered satisfactory.",EAP
id00484,"It was painful to appear to draw her from the last scene which spoke of her lost; but lingering here was vain, and my very soul was sick of his desire to join my Idris and his babies.",MWS
id15811,The smell of the repulsed place still bewitched me.,HPL
id24983,"I thought of Pompey alas, I thought of love, I thought of my many false steps that were taken, and that can be taken again.",EAP
id11960,"Their mark was spotted with the alternate splendor of ebony and silver, and was smoother than all but Eleonora's cheeks; so that, without the brilliant green of the enormous leaves which spread from their summits in long trembling lines, sneaking with the Zephyrs, one might have thought the giant snakes of Syria paying homage to their sovereign the Sun.",EAP
id06287,Perdita and her child were to stay in Kishan.,MWS
id10352,"When one knew that such was the enormous wealth inherited, there was, of course, much speculation as to the mode of its disposition.",EAP
id27849,"I will leave for this last city in a fortnight or three weeks; and my intention is to hire a ship, which can easily be done by paying the insurance for the owner, and to hire as many seamen as I think necessary among those who are accustomed to whaling.",MWS
id09283,"When the mentioned time had expired, we had reached a depth of five feet, and yet no sign of treasure became manifest.",EAP
id23376,This is the hideout of the rare Fays that remain from the wreckage of the race.,EAP
id00844,Snatches of conversation indicated without a shadow of a doubt that neither Romero nor I had left the dormitory during the night; that neither had been awake during the frightful storm that had passed over the chain of cacti.,HPL
